log_sequence,timestamp,experiment,practice,experiment_start_time,experiment_end_time,experiment_elapsed_time,subject_id,subject_age,subject_gender,subject_handedness,condition,target_stimulus,target_position,non_target_stimulus,non_target_position,stimulus_a_times_displayed,stimulus_b_times_displayed,trial_type,trial_subtype,trial_sequence,trial_start_time,trial_end_time,trial_elapsed_time,correct,response_time,response_time_average,velocity_average,distance_step_average,distance_total,distance_direct,angle_direct,timestamps_tracking,xpos_tracking,ypos_tracking,velocity_tracking,distance_tracking,angle_tracking,fullscreen,viewport_width,viewport_height,device_dpi,device_info
0,2023-09-28 14:22:58.999,CandyCandle,null,2023-09-28T14:22:49.167,2023-09-28T14:27:01.639,9833,JL,28,male,m,experimental,dolphin,Target.b,gift,Target.a,null,null,control,control,0,2023-09-28 14:22:57.756,2023-09-28 14:22:58.999,1243,true,944000,Infinity,0.0024852052911506356,null,720.8016457254173,642.9089504580735,0.6057750927490732,"282,309,327,341,360,376,458,459,459,459,459,476,531,531,531,531,645,676,691,709,727,741,758,776,792,808,824,843,1099,1126,1140,1158,1177,1191,1208,1226","[724.8984375, 724.72265625, 723.21484375, 718.53515625, 711.5546875, 704.34375, 698.70703125, 694.56640625, 691.42578125, 689.66015625, 688.64453125, 688.078125, 687.80859375, 687.65625, 687.50390625, 687.37890625, 687.26171875, 687.32421875, 687.44140625, 687.49609375, 687.49609375, 687.59765625, 687.7265625, 687.75, 687.75, 687.87890625, 688.08984375, 688.20703125, 688.3515625, 688.59765625, 689.73046875, 696.4765625, 726.67578125, 798.671875, 934.51953125, 1118.828125]","[641.30859375, 639.11328125, 630.22265625, 605.5703125, 563.5078125, 505.48828125, 448.6015625, 395.92578125, 344.63671875, 310.6640625, 292.3984375, 280.73046875, 273.55078125, 270.8359375, 269.8359375, 269.58203125, 269.69140625, 269.8671875, 270.02734375, 270.203125, 270.359375, 270.4765625, 270.6328125, 270.75390625, 270.875, 270.9921875, 270.99609375, 271.125, 271.25390625, 271.25390625, 271.203125, 269.3046875, 258.359375, 232.06640625, 187.109375, 133.22265625]","[0, 0.00008156810227863931, 0.0005009765507491936, 0.0017923270808146408, 0.002244094034092524, 0.00365411990627672, 0.0006971377882721837, 0.05283826932904291, 0, 0, 0, 0.000687159316761776, 0.0001306317259787708, 0, 0, 0, 0.0000014061324375468197, 0.00000601812194367921, 0.000013230089370708893, 0.000010227319156205017, 0.000008680555555555556, 0.000011076692656963843, 0.000011915342061088395, 0.000006852280123197458, 0.000007568359375, 0.000010888233945789922, 0.000013185854117569118, 0.000009169039112244144, 7.565036167139002e-7, 0.000009114583333333334, 0.00008099643779984618, 0.00038934039593256154, 0.0016906068333327469, 0.005474783436657781, 0.008417258668112952, 0.010668031768514056]","[0, 2.2023387615232615, 9.017577913485486, 25.09257913140497, 42.637786647757956, 58.46591850042752, 57.16529863831906, 52.83826932904291, 0, 0, 0, 11.681708384950191, 7.184744928832394, 0, 0, 0, 0.16029909788033744, 0.1865617802540555, 0.1984513405606334, 0.1840917448116903, 0.15625, 0.1550736971974938, 0.2025608150385027, 0.12334104221755425, 0.12109375, 0.17421174313263874, 0.2109736658811059, 0.17421174313263874, 0.19366492587875844, 0.24609375, 1.1339501291978464, 7.008127126786108, 32.12152983332219, 76.64696811320893, 143.0933973579202, 192.024571833253]","[0, 0.001581070410730549, 0.005911563978090518, 0.016507659805670982, 0.030483915021364598, 0.04731762273601958, 0.05172580956010483, 0.05266937446864531, 0, 0, 0, 0.014154645592043645, 0.008843385633920267, 0, 0, 0, 0.00019587439424685805, 0.00019068428197285378, 0.00014385589672665303, 0.00019442255993192535, 0.00019684938018713825, 0.00009729395841622741, 0.00013289471612103703, 0.00014084244845953114, 0.00015243647864188225, 0.00008358416635717544, 0.0000996330305216802, 0.00010409401738564682, 0.00009050004928788269, 0.00012190800083336532, 0.0006239568388323677, 0.005671918434065275, 0.027361968139560027, 0.0588192244305005, 0.08517191388061303, 0.07909159154262556]",false,1440,793,320,"{browserName: BrowserName.chrome, appCodeName: Mozilla, appName: Netscape, appVersion: 5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, deviceMemory: 2, language: en-US, languages: [en-US], platform: MacIntel, product: Gecko, productSub: 20030107, userAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, vendor: Google Inc., vendorSub: , hardwareConcurrency: 8, maxTouchPoints: 0}"
1,2023-09-28 14:23:02.932,CandyCandle,null,2023-09-28T14:22:49.167,2023-09-28T14:27:01.639,13765,JL,28,male,m,experimental,pear,Target.b,shield,Target.a,null,null,motor,prime,0,2023-09-28 14:23:01.573,2023-09-28 14:23:02.932,1359,true,1283000,2227001,0.0014500251985749613,null,579.4584843925389,594.0846436300109,0.5571349247702928,"61,77,94,111,127,260,260,260,260,260,260,260,260,277,293,1232,1258,1276,1292,1310,1327,1344","[707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 707.9375, 708.05078125, 710.83984375, 725.48828125, 772.765625, 858.734375, 973.1796875, 1107.59765625]","[627.69140625, 623.359375, 605.55859375, 571.35546875, 527.01171875, 485.8984375, 449.67578125, 416.578125, 394.69921875, 379.5546875, 369.69140625, 364.21484375, 360.35546875, 358.5078125, 357.828125, 357.4375, 355.73828125, 346.96484375, 321.17578125, 281.37890625, 235.86328125, 188.13671875]","[0, 0.000270751953125, 0.0010471047794117646, 0.002011948529411765, 0.002771484375, 0.0003091224154135338, 0, 0, 0, 0, 0, 0, 0, 0.00010868566176470588, 0.00004248046875, 4.331408202501096e-7, 0.00012561219312245237, 0.000948601841109436, 0.0033658573948808497, 0.005262966713807181, 0.007244948525912765, 0.008390556376119447]","[0, 4.33203125, 17.80078125, 34.203125, 44.34375, 41.11328125, 0, 0, 0, 0, 0, 0, 0, 1.84765625, 0.6796875, 0.4067192302148529, 3.2659170211837614, 17.074833139969847, 53.8537183180936, 94.73340084852926, 123.164124940517, 142.63945839403058]","[0, 0.0034363668421062083, 0.01434119240571494, 0.028574235776226434, 0.03910896610859112, 0.038417069547337465, 0, 0, 0, 0, 0, 0, 0, 0.002075022729868506, 0.0007644273166606149, 0.000503965356384416, 0.0034895514893234355, 0.017909050869564985, 0.052199009097364725, 0.07725557145763134, 0.07886360377042533, 0.06952435552344396]",false,1440,793,320,"{browserName: BrowserName.chrome, appCodeName: Mozilla, appName: Netscape, appVersion: 5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, deviceMemory: 2, language: en-US, languages: [en-US], platform: MacIntel, product: Gecko, productSub: 20030107, userAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, vendor: Google Inc., vendorSub: , hardwareConcurrency: 8, maxTouchPoints: 0}"
2,2023-09-28 14:23:05.899,CandyCandle,null,2023-09-28T14:22:49.167,2023-09-28T14:27:01.639,16733,JL,28,male,m,experimental,pear,Target.b,pencil,Target.a,null,null,motor,prime,0,2023-09-28 14:23:05.070,2023-09-28 14:23:05.899,829,true,811000,1519001,0.0014042963976669367,null,819.0159838302515,699.7401789186927,0.6166009799223832,"1,96,112,131,146,163,179,196,211,229,245,263,279,296,313,329,347,516,548,560,578,597,612,629,646,662,679,696,711,729,745,762,779,797,812","[699.64453125, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.765625, 699.8203125, 700.0625, 702.296875, 714.640625, 752.0625, 823.625, 921.98046875, 1033.05859375, 1128.7421875, 1198.58984375]","[646.4296875, 645.84375, 642.1484375, 631.421875, 613.09375, 581.66015625, 539.69140625, 503.67578125, 468.6484375, 432.4453125, 408.359375, 395.87109375, 387.0390625, 380.2734375, 377.0703125, 375.625, 375, 375.00390625, 375.17578125, 375.34375, 375.53125, 375.73046875, 375.93359375, 376.05078125, 376.171875, 376.2890625, 376.31640625, 375.7109375, 368.859375, 347.4140625, 309.39453125, 263.0703125, 217.45703125, 181.51171875, 155.828125]","[0, 0.000006298101989036106, 0.00023095703125, 0.0005645559210526316, 0.001221875, 0.0018490349264705882, 0.002623046875, 0.0021185661764705883, 0.00233515625, 0.002011284722222222, 0.00150537109375, 0.0006937934027777778, 0.000552001953125, 0.00039797794117647057, 0.00018841911764705882, 0.00009033203125, 0.00003472222222222222, 2.3113905325443787e-8, 0.00000537109375, 0.000013997395833333333, 0.000010416666666666666, 0.000010485197368421052, 0.000013541666666666666, 0.000006893382352941177, 0.000007123161764705882, 0.000008082492850218188, 0.00001433683592813097, 0.00013617391749419104, 0.0009411861848018199, 0.0023961763243941976, 0.005064689404161318, 0.006395211085637585, 0.007063459575601008, 0.005678477779103363, 0.004961335873659299]","[0, 0.59831968895843, 3.6953125, 10.7265625, 18.328125, 31.43359375, 41.96875, 36.015625, 35.02734375, 36.203125, 24.0859375, 12.48828125, 8.83203125, 6.765625, 3.203125, 1.4453125, 0.625, 0.00390625, 0.171875, 0.16796875, 0.1875, 0.19921875, 0.203125, 0.1171875, 0.12109375, 0.129319885603491, 0.2437262107782265, 2.3149565974012476, 14.117792772027299, 43.13117383909556, 81.03503046658109, 108.71858845583895, 120.07881278521714, 102.21260002386053, 74.42003810488949]","[0, 0.0005382398919104619, 0.002859185191954646, 0.008385187082361523, 0.014626577880358971, 0.025985595421157134, 0.03653015023691198, 0.03308372118605488, 0.03376186123381666, 0.03657527158990387, 0.025291612961326943, 0.01341616530699721, 0.009613100573207831, 0.007433846641311738, 0.0035406141466921047, 0.001602035127086715, 0.0006936268543091184, 0.000004336801144967844, 0.00019079794442310345, 0.00018642391921166258, 0.00020805709094829622, 0.00022100976346490125, 0.00022528929496715128, 0.00012994979405164537, 0.00013426238808082473, 0.00009731636365078784, 0.00011400525912795663, 0.001997820766669116, 0.01475285750864514, 0.043735677249474796, 0.07340546679527948, 0.08139422856351924, 0.07047661374715838, 0.048025545953225016, 0.030159416083090307]",false,1440,793,320,"{browserName: BrowserName.chrome, appCodeName: Mozilla, appName: Netscape, appVersion: 5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, deviceMemory: 2, language: en-US, languages: [en-US], platform: MacIntel, product: Gecko, productSub: 20030107, userAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, vendor: Google Inc., vendorSub: , hardwareConcurrency: 8, maxTouchPoints: 0}"
3,2023-09-28 14:23:08.766,CandyCandle,null,2023-09-28T14:22:49.167,2023-09-28T14:27:01.639,19600,JL,28,male,m,experimental,pear,Target.b,cherries,Target.a,null,null,motor,prime,0,2023-09-28 14:23:07.921,2023-09-28 14:23:08.766,845,true,715000,1251001,0.0017370079259705418,null,801.3652193300277,685.3816314382015,0.6136390761207557,"113,127,146,161,181,192,210,228,245,262,277,294,311,347,379,394,412,428,464,683,713,728,744,761,778,795,813,828","[690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.55859375, 690.65234375, 690.81640625, 690.95703125, 691.03125, 691.03125, 691.03125, 691.375, 694.7109375, 706.82421875, 738.8515625, 809.2421875, 906.0703125, 997.1875, 1089.93359375, 1177.43359375]","[651.7109375, 638.82421875, 607.18359375, 556.2578125, 507.3515625, 470.69140625, 437.63671875, 416.03125, 404.02734375, 395.796875, 391.03125, 389.375, 388.9921875, 388.9609375, 388.9609375, 388.9609375, 389.03515625, 389.15234375, 389.30859375, 389.30859375, 386.83984375, 377.171875, 353.59765625, 309.74609375, 260.36328125, 224.09375, 194.37890625, 169.3203125]","[0, 0.0009204799107142858, 0.001665296052631579, 0.0033950520833333333, 0.0024453125, 0.003332741477272727, 0.0018363715277777777, 0.0012003038194444444, 0.0007061121323529412, 0.0004841452205882353, 0.0003177083333333333, 0.00009742647058823529, 0.000022518382352941175, 0.000002745032691118385, 0.000005126953125, 0.000009375, 0.000005831175712909897, 0.00000732421875, 0.000004340277777777778, 0.000001569634703196347, 0.0001383361669043375, 0.0010332283869128691, 0.002485500560558611, 0.0048783823761109875, 0.006393754511422716, 0.0057688522768148945, 0.005410554912371385, 0.0060678325329295265]","[0, 12.88671875, 31.640625, 50.92578125, 48.90625, 36.66015625, 33.0546875, 21.60546875, 12.00390625, 8.23046875, 4.765625, 1.65625, 0.3828125, 0.09882117688026186, 0.1640625, 0.140625, 0.10496116283237815, 0.1171875, 0.15625, 0.34375, 4.150085007130125, 15.498425803693037, 39.76800896893778, 82.93250039388678, 108.69382669418619, 98.07048870585321, 97.38998842268492, 91.0174879939429]","[0, 0.009962764133382335, 0.02526156390144951, 0.04314322827792878, 0.04446165640915406, 0.0353587273802839, 0.03341475803599217, 0.022638258831274353, 0.012851889827002442, 0.008925272332093295, 0.0052101084553927545, 0.001817968136418734, 0.00042072213767788364, 0.00009239796129176131, 0.00010154907397205321, 0.00008701291902764819, 0.0000356457485209379, 0.00012876115297272484, 0.00017165249444498504, 0.000212648903759217, 0.0047638144936701515, 0.017899740599187353, 0.04381332716075487, 0.0808059820503215, 0.0857418150311202, 0.058761892099357976, 0.04456872840350807, 0.033659308959313225]",false,1440,793,320,"{browserName: BrowserName.chrome, appCodeName: Mozilla, appName: Netscape, appVersion: 5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, deviceMemory: 2, language: en-US, languages: [en-US], platform: MacIntel, product: Gecko, productSub: 20030107, userAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, vendor: Google Inc., vendorSub: , hardwareConcurrency: 8, maxTouchPoints: 0}"
4,2023-09-28 14:23:12.266,CandyCandle,null,2023-09-28T14:22:49.167,2023-09-28T14:27:01.639,23100,JL,28,male,m,experimental,phone,Target.a,donut,Target.b,null,null,motor,critical,0,2023-09-28 14:23:11.572,2023-09-28 14:23:12.266,694,true,675000,1107001,0.0022309769043932855,null,804.8166667664236,647.9006577271898,0.041493961199378974,"2,112,128,146,161,178,192,211,228,244,261,277,294,532,564,577,594,610,628,644,659,677","[714.69921875, 714.69921875, 714.69921875, 714.2890625, 713.2421875, 712.60546875, 712.60546875, 712.60546875, 712.60546875, 712.60546875, 712.60546875, 712.60546875, 712.60546875, 712.34375, 711.52734375, 708.6953125, 696.2109375, 659.80078125, 588.12890625, 484.015625, 359.22265625, 243.5078125]","[647.59765625, 646.7421875, 633.7265625, 596.72265625, 538.0546875, 471.1796875, 420.8125, 384.30078125, 357.04296875, 343.69921875, 335.203125, 330.94140625, 329.55078125, 329.3359375, 329.3359375, 329.3359375, 327.36328125, 320.33984375, 305.55078125, 280.328125, 243.4375, 202.90234375]","[0, 0.000007776988636363636, 0.0008134765625, 0.0020558988496430434, 0.003911820550597098, 0.003934001825873293, 0.00359765625, 0.0019216694078947368, 0.0016034007352941177, 0.000833984375, 0.0004997702205882353, 0.000266357421875, 0.00008180147058823529, 0.0000014227174982122727, 0.0000255126953125, 0.0002178485576923077, 0.0007434861115027906, 0.002317585752581684, 0.004065654866405907, 0.0066953101942666005, 0.008675432301064401, 0.006811624041837752]","[0, 0.85546875, 13.015625, 37.00617929357478, 58.67730825895647, 66.87803103984598, 50.3671875, 36.51171875, 27.2578125, 13.34375, 8.49609375, 4.26171875, 1.390625, 0.3386067645745209, 0.81640625, 2.83203125, 12.63926389554744, 37.08137204130694, 73.18178759530633, 107.1249631082656, 130.131484515966, 122.60923275307952]","[0, 0.0006576884391907451, 0.010103637036884749, 0.029459113402831204, 0.04966373680565309, 0.06208429991217152, 0.050788608131154586, 0.038841506838843784, 0.030104872178235407, 0.015079742339873798, 0.009717529119913502, 0.004908206813781951, 0.00160644617501896, 0.00010849450639419534, 0.0004369668270663514, 0.0015222150505316441, 0.004513406270977822, 0.012458067050589229, 0.027160969765928487, 0.04581424195054029, 0.07062381163499128, 0.09910024195055321]",false,1440,793,320,"{browserName: BrowserName.chrome, appCodeName: Mozilla, appName: Netscape, appVersion: 5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, deviceMemory: 2, language: en-US, languages: [en-US], platform: MacIntel, product: Gecko, productSub: 20030107, userAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, vendor: Google Inc., vendorSub: , hardwareConcurrency: 8, maxTouchPoints: 0}"
5,2023-09-28 14:23:17.433,CandyCandle,null,2023-09-28T14:22:49.167,2023-09-28T14:27:01.639,28268,JL,28,male,m,experimental,balloon,Target.a,bicycle,Target.b,null,null,control,control,0,2023-09-28 14:23:14.423,2023-09-28 14:23:17.433,3011,true,2933000,1472201,0.0011139198165986063,null,795.7835634931547,676.1711412519488,0.06568386109330232,"61,76,94,109,125,145,158,175,194,210,227,244,415,2281,2312,2326,2341,2359,2375,2394,2409,2428,2443,2460,2476,2492,2510,2526,2541,2561,2575,2798,2829,2842,2858,2877,2893,2910,2926,2943,2960,2976,2994","[726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 726.9453125, 727.07421875, 727.26171875, 727.390625, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.45703125, 727.0546875, 722.80078125, 703.390625, 658.125, 587.19921875, 501.62109375, 415.640625, 341.77734375, 288.3984375, 254.890625, 231.63671875]","[638.1328125, 636.05078125, 623.87890625, 592.5859375, 542.05859375, 484.81640625, 442.4296875, 416.90625, 400.49609375, 391.53515625, 387.00390625, 385.625, 385.38671875, 385.6171875, 385.875, 386.171875, 386.55859375, 386.890625, 387.1171875, 387.34375, 387.52734375, 387.6640625, 387.7890625, 387.90625, 388.02734375, 388.14453125, 388.3046875, 388.50390625, 388.625, 388.74609375, 388.86328125, 388.78125, 388.52734375, 386.609375, 378.140625, 358.171875, 327.01953125, 293, 261.359375, 232.41796875, 208.79296875, 191.71484375, 177.83203125]","[0, 0.00013880208333333333, 0.0006762152777777778, 0.0020861979166666668, 0.003157958984375, 0.002862109375, 0.003260516826923077, 0.0015013786764705881, 0.0008636924342105264, 0.00056005859375, 0.00026654411764705883, 0.00008111213235294118, 0.0000013934576023391812, 1.2350951232583065e-7, 0.000008316532258064517, 0.000021205357142857142, 0.00002717582364207201, 0.000021184157324108984, 0.000016291699824905146, 0.000012425997727188796, 0.000012239583333333334, 0.000007195723684210526, 0.000008333333333333334, 0.000006893382352941177, 0.000007568359375, 0.00000732421875, 0.000008897569444444445, 0.000012451171875, 0.000008072916666666667, 0.0000060546875, 0.000008370535714285715, 3.678531390134529e-7, 0.000015347140824299467, 0.0003589458803610915, 0.0013235751363080183, 0.0026039219212091996, 0.004841606367209541, 0.005417178872592779, 0.00572609506341239, 0.0046665226462657625, 0.0034337266052305517, 0.0023505616450272826, 0.0015045985465901082]","[0, 2.08203125, 12.171875, 31.29296875, 50.52734375, 57.2421875, 42.38671875, 25.5234375, 16.41015625, 8.9609375, 4.53125, 1.37890625, 0.23828125, 0.23046875, 0.2578125, 0.296875, 0.40763735463108014, 0.3813148318339617, 0.26066719719848236, 0.23609395681658712, 0.18359375, 0.13671875, 0.125, 0.1171875, 0.12109375, 0.1171875, 0.16015625, 0.19921875, 0.12109375, 0.12109375, 0.1171875, 0.08203125, 0.47576136555328347, 4.666296444694189, 21.177202180928294, 49.474516502974794, 77.46570187535265, 92.09204083407725, 91.61752101459825, 79.33088498651796, 58.37335228891938, 37.60898632043652, 27.082773838621947]","[0, 0.0016198928312261111, 0.009562652443871826, 0.025322474174309977, 0.043202587743188324, 0.0525418333934476, 0.0414500523807029, 0.026020374096382994, 0.017152421027461638, 0.009505788068345872, 0.004844214256458382, 0.0014791303637817388, 0.0002558360401642438, 0.00024744907375719047, 0.00027673047802667346, 0.00031855865814353385, 0.00034130444347028904, 0.00024904078507084054, 0.00016927192406281466, 0.0002048209404818103, 0.00019660909353697725, 0.0001463842797196701, 0.0001338170721224187, 0.00012543616855629556, 0.00012959974744853342, 0.00012540205254694655, 0.0001713556699504532, 0.00021310599694327115, 0.00012951131988332888, 0.0001294933997527759, 0.00012529913132838897, 0.00008770762975397017, 0.000041594306061010156, 0.00038224291221929297, 0.002112616474150756, 0.0051322314158605215, 0.009732976133870933, 0.020514867085822196, 0.03268416436974526, 0.03586033581646158, 0.029439934535805394, 0.018237483922663698, 0.009872654758023828]",false,1440,793,320,"{browserName: BrowserName.chrome, appCodeName: Mozilla, appName: Netscape, appVersion: 5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, deviceMemory: 2, language: en-US, languages: [en-US], platform: MacIntel, product: Gecko, productSub: 20030107, userAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, vendor: Google Inc., vendorSub: , hardwareConcurrency: 8, maxTouchPoints: 0}"
6,2023-09-28 14:23:20.965,CandyCandle,null,2023-09-28T14:22:49.167,2023-09-28T14:27:01.639,31799,JL,28,male,m,experimental,clown,Target.b,microphone,Target.a,null,null,phono,prime,0,2023-09-28 14:23:19.488,2023-09-28 14:23:20.965,1476,true,1460000,1470167.6666666667,0.0013918437479560814,null,834.5963598656592,683.4135639535931,0.592270156379511,"2,94,111,127,145,161,179,195,210,227,243,261,276,566,949,1116,1146,1161,1177,1193,1211,1227,1244,1260,1277,1293,1311,1328,1345,1360,1377,1394,1409,1427,1443,1462","[705.59765625, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.71875, 705.6015625, 705.3671875, 705.36328125, 706.0625, 709.0546875, 718.23828125, 742.0546875, 781.7421875, 830.9765625, 877.5859375, 920.7109375, 956.4453125, 982.01953125, 1009.91015625, 1035.30859375, 1056.3828125, 1075.02734375, 1095.84765625, 1121.15625, 1145.6640625, 1170.984375, 1192.46875, 1206.328125]","[651.15625, 651.04296875, 646.37109375, 628.515625, 590.359375, 534.07421875, 471.31640625, 421.12109375, 388.23828125, 366.265625, 352.765625, 345.66015625, 343.984375, 344.09765625, 344.09765625, 344.09765625, 344.09765625, 344.09765625, 343.23828125, 336.328125, 322.234375, 305.03515625, 288.98046875, 274.05078125, 261.37890625, 251.74609375, 240.7109375, 230.390625, 221.859375, 214.7265625, 207.8828125, 200.7890625, 195.1328125, 190.703125, 187.8515625, 186.05078125]","[0, 0.0000018023934508144635, 0.00027481617647058824, 0.001115966796875, 0.0021197916666666665, 0.003517822265625, 0.003486545138888889, 0.00313720703125, 0.0021921875, 0.0012925091911764705, 0.00084375, 0.00039474826388888887, 0.00011171875, 5.620324904370977e-7, 6.119451697127938e-7, 2.3390718562874252e-8, 0.000023307291666666668, 0.00019947916666666668, 0.0005764821914112462, 0.0015499136393084196, 0.0023397606222609665, 0.003259503417443235, 0.0028998191260938668, 0.002852261434102317, 0.002230274528585886, 0.0017080139020459002, 0.0016663533375405493, 0.0016126548395807001, 0.0013373848913832466, 0.001330823570730016, 0.001289191595978817, 0.001546114906253489, 0.001676803887821055, 0.0014280483492494832, 0.0013545493049927611, 0.0007355723806326061]","[0, 0.16582019747493065, 4.671875, 17.85546875, 38.15625, 56.28515625, 62.7578125, 50.1953125, 32.8828125, 21.97265625, 13.5, 7.10546875, 1.67578125, 0.16298942222675833, 0.234375, 0.00390625, 0.69921875, 2.9921875, 9.22371506257994, 24.798618228934714, 42.1156912006974, 52.152054679091755, 49.296925143595736, 45.636182945637074, 37.91466698596006, 27.328222432734403, 29.994360075729887, 27.4151322728719, 22.73554315351519, 19.96235356095024, 21.916257131639888, 26.283953406309315, 25.152058317315827, 25.7048702864907, 21.672788879884177, 13.975875232019517]","[0, 0.00017223631320120977, 0.0035881810640178654, 0.01393366929918459, 0.030973775845341476, 0.0487990443037042, 0.059003068259110204, 0.0508144298893963, 0.035064706795579444, 0.02421521632676437, 0.015187801336353291, 0.008087979831155006, 0.0019169247582706119, 0.0001951182471454804, 0.0001308982258186061, 0.0000021822444046964667, 0.0003903088002601111, 0.0016632262098222393, 0.006008105728168013, 0.02025876771894683, 0.034564770154580864, 0.0391700536205348, 0.03370203869054418, 0.028806744711889286, 0.022532679008417912, 0.015816634261110747, 0.016968108342981517, 0.015017832287932178, 0.011955947084441015, 0.009863321383045697, 0.009673250499862061, 0.010260448900024354, 0.008508425807045304, 0.007264157238712526, 0.005192206151188653, 0.003224294463064061]",false,1440,793,320,"{browserName: BrowserName.chrome, appCodeName: Mozilla, appName: Netscape, appVersion: 5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, deviceMemory: 2, language: en-US, languages: [en-US], platform: MacIntel, product: Gecko, productSub: 20030107, userAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36, vendor: Google Inc., vendorSub: , hardwareConcurrency: 8, maxTouchPoints: 0}"
